time,breath,heart,delta,theta,alpha
545,0.14814814814814814,0.7676530911221762,6.56543655381007,11.816095647170892,22.206172933618305
546,0.16926503340757237,0.7523279582103122,5.771674770752201,16.53989177928378,17.615363724037078
547,0.19740259740259739,0.7566240292370955,6.549701901566095,9.486260282796799,20.392421175996265
548,0.2367601246105919,0.7789855072463812,11.618291970196065,11.766748067035499,25.215387703200594
549,0.29571984435797666,0.7841215388385173,10.200977013143651,14.073106609176627,16.31040536860154
550,0.3517915309446254,0.7654836464857313,8.76602027853494,13.445255046871166,24.24760529494493
551,0.3112391930835735,0.7481296758104702,8.641668287934317,10.582771217621298,23.33609776385085
552,0.27906976744186046,0.725174677112002,12.5356181083918,10.497882459046854,18.629227312851683
553,0.2529274004683841,0.716192627579834,19.505807857179626,13.79932256179808,19.81437825175443
554,0.23841059602649006,0.716701155806791,8.288956353284904,11.475763361942255,13.668908835814864
555,0.22641509433962262,0.6956351344731269,10.83655254842147,11.432984232696695,12.391559795678251
556,0.21556886227544908,0.694343989584841,9.395196746017447,9.351797971403334,16.119647577019524
557,0.20571428571428574,0.6993006993006994,6.5015721943154405,11.988655519836843,17.086503638036135
558,0.20077220077220076,0.6993006993006994,17.58924530727759,8.744628695276855,13.12487292496895
559,0.20286085825747724,0.7141404899867877,9.943136120760435,7.821587851806303,23.077784847254456
560,0.20499342969776607,0.7214033630890583,6.965807453685389,11.400695773816162,17.740091197340636
561,0.20717131474103587,0.7139963540611695,6.283961901183274,13.978544016053409,18.132033997079105
562,0.20939597315436242,0.7068377782233793,8.91197581988121,14.581176574783548,14.273683146071084
563,0.2117310443490701,0.708685162846805,6.772564135145209,12.845664971376214,19.670429403301014
564,0.21418234442836467,0.7134877107454796,16.77374012642025,7.370327959379016,18.677259380308794
565,0.21669106881405564,0.7098827809215835,15.563756219164242,9.79081992067826,17.55123893265984
566,0.21925925925925926,0.7441375144159634,5.7432713258229855,11.185948787506502,20.441106663696715
567,0.22188905547226387,0.7610701107011,9.428820886080828,7.883387762807147,16.313351046812706
568,0.23357664233576642,0.7468531468531486,3.938885882929104,9.488887423578078,22.640609663734885
569,0.24806201550387597,0.7510548523206768,13.903426018731109,11.515394507682492,19.40465979696439
570,0.2644628099173554,0.7660370738553367,14.017542928412498,12.778978257542912,16.27036837266151
571,0.2831858407079646,0.7871321013004877,9.411576192844871,9.323964155271911,22.65782820000311
572,0.2655935613682093,0.807664639330327,8.81625515488434,10.7621474845348,16.813859273171477
573,0.24581005586592178,0.8129813705483528,7.355739278478285,10.253893986523549,23.91061826241578
574,0.22876949740034663,0.7360349266763473,4.593208681043865,12.013248272097234,22.35163990514551
575,0.21393841166936792,0.7193127716828837,4.863116812262482,9.791297649718341,23.63392102525678
576,0.21428571428571427,0.7246376811594204,7.726619879632767,10.34935348651047,23.014957394787952
577,0.21951219512195122,0.7246376811594204,6.552217161915744,12.330756927128657,22.720191681198376
578,0.22499999999999998,0.728129633552215,12.244205379018526,14.519336303439509,19.1418893057662
579,0.23076923076923078,0.7498160828476188,4.899098903557616,11.253133698138354,24.33216767428933
580,0.23529411764705882,0.7782919646613324,10.464916960044816,12.08779934575364,21.16641919072551
581,0.23529411764705882,0.7645079402562078,6.991258962008001,11.250372487371978,11.039322460357402
582,0.23529411764705882,0.7260690833377664,6.2439243689880035,7.672287857567273,22.708198705729018
583,0.23529411764705882,0.7194431458106157,6.965450195010448,7.5497133639220895,27.94022828627557
584,0.23529411764705882,0.7366582996835139,16.590311299476525,17.615331184356165,33.00267632184941
585,0.23529411764705882,0.7447864945382365,8.259456861968683,16.946765574206033,26.77015522829151
586,0.23529411764705882,0.7677880670495965,5.114871943971898,9.48449733134999,13.547745793797658
587,0.23529411764705882,0.78125,8.06997291971574,12.966119830173168,12.373266505190786
588,0.23529411764705882,0.7698517963208353,9.401150543267365,13.821840572264582,18.90028358869953
589,0.2219215155615697,0.7239303725394312,12.829366990012064,9.460429297169714,20.899135033562835
590,0.20628930817610064,0.7227846780085603,5.510252779864004,10.621083527862377,25.419187178536212
591,0.19271445358401879,0.7498295841854364,6.568072714503426,12.179662871301014,16.58379674588065
592,0.18081587651598677,0.7899284127375856,6.576101812868669,14.53594298495012,22.145251327061768
593,0.1703011422637591,0.7708985786557356,3.617625926169117,11.559314672662026,20.221165152298514
594,0.17281348788198103,0.7178788513938096,9.477570817036401,10.991272574613282,13.258176284717742
595,0.18365061590145576,0.7018584420719722,9.001143985682807,8.008153411813607,10.821891798777578
596,0.1959378733572282,0.7174392935982464,20.338737743026076,20.233703319788606,15.181829532340892
597,0.20998719590268888,0.7448433919022309,6.023612326120499,6.150873399422274,17.307082677242345
598,0.22620689655172413,0.7617447720558489,9.42978235621104,13.950596298644236,17.76753318712809
599,0.236983842010772,0.7486601469694228,7.243724037792882,10.69441102619081,13.618654490522228
600,0.24043715846994534,0.7095242904757113,4.43471170716424,9.735134140014795,15.865459351570513
601,0.24399260628465802,0.7131255710080214,11.962294851225584,15.037768526566998,18.175656121081655
602,0.24765478424015008,0.709398269269467,5.360036599983945,12.00414088078832,17.21411172276474
603,0.24727272727272728,0.7051729293332024,11.05098459755909,11.303429479865386,22.90301642532549
604,0.24028268551236748,0.7087047981568688,7.657680498106475,9.930751706378436,19.01312367998975
605,0.23367697594501718,0.7122940430925244,10.672924598582169,9.81411751692943,19.076446184802865
606,0.22742474916387959,0.7298680312416065,7.1277618272656085,9.693589399946605,31.031158729971366
607,0.2215743440233236,0.7604885219947768,8.959145020737887,11.523704291110873,29.005368811697682
608,0.21652421652421652,0.7315348634830658,7.399223490556799,7.959622674120426,35.847318630039034
609,0.2116991643454039,0.716266173752303,12.214705083812857,9.08049647067266,26.428089126043577
610,0.20708446866485014,0.7198024483791531,5.939669763381769,7.478729145412951,15.62257324069622
611,0.20266666666666666,0.7513848516426527,8.57049747332057,7.570712364821188,18.77510497171715
612,0.20077220077220076,0.788075019854632,11.486697596897757,9.123081639869547,18.461746059087535
613,0.20286085825747724,0.7964714095322677,10.163664135512583,14.514225546483125,16.968446268197013
614,0.20499342969776607,0.7871828116317727,5.65268394048908,5.33594244008945,15.778244170450053
615,0.20717131474103587,0.7775338455909365,11.552370702316638,6.643282938832473,14.21106703602445
616,0.20939597315436242,0.7920238538949053,7.842248289616512,11.020806034930139,18.59373965109563
617,0.21587301587301586,0.7605897495904227,9.076694629037204,12.335281593304076,25.4149085822807
618,0.22742474916387959,0.7462686567164178,3.023329605026281,11.095590813802914,19.67155750285337
619,0.24028268551236748,0.7462686567164178,3.913650225621863,8.662933555282642,22.7829902846845
620,0.25468164794007486,0.7462686567164178,7.675909189889655,14.136878528765255,21.758430459304062
621,0.26666666666666666,0.7660491669579563,10.06237939771956,10.521862329443543,22.828384113613193
622,0.26666666666666666,0.7866212449674962,11.70407188551404,8.672875693939533,14.480668105271501
623,0.26666666666666666,0.7858009708737548,13.49740635532226,6.494141411834778,15.039881771797546
624,0.26666666666666666,0.7458989320708922,5.001213347502524,9.88163101394821,16.28557580449261
625,0.2585551330798479,0.7337810029242843,7.065222794660894,10.393405788439575,12.765241133292907
626,0.24372759856630827,0.7325712445660953,10.994470694314732,11.535138904083729,11.920197289203838
627,0.23050847457627122,0.7403314917127191,12.145776223571158,8.686618143913552,12.449511877160816
628,0.21864951768488747,0.7570621468926675,7.924391044363935,15.381538815299841,29.895518391129585
629,0.2156521739130435,0.7155123068116513,7.756044362660637,14.811879284317683,23.866497397368725
630,0.23892100192678228,0.7210408067297386,5.086576469070004,8.609268292984332,26.66188974821054
